gene	HalfLife_vals_logPhase	HalfLife_cls_logPhase	HalfLife_BestIntervalMSE_logPhase	HalfLife_vals_hypoxia	HalfLife_cls_hypoxia	HalfLife_BestIntervalMSE_hypoxia	HalfLife_FC_hypoxiaToLogPhase	HalfLife_FCcls_hypoxiaToLogPhase
MSMEG_2113	1.01	Med-slow	0.0372	171.32	Slow	0.233	169.62	Large
MSMEG_2114	1.09	Med-slow	0.042	140.88	Slow	0.2228	129.25	Large
MSMEG_2115	1.67	Slow	0.2354	48.95	Slow	0.1817	29.31	Med-large
MSMEG_2116	0.87	Med-fast	0.0237	67.01	Slow	0.3901	77.02	Large
MSMEG_2117	1.63	Slow	0.0808	37.26	Med-slow	0.3788	22.86	Med-small
MSMEG_2118	1.49	Slow	0.0482	14.83	Fast	0.2734	9.95	Small
MSMEG_2119	1.51	Slow	0.0423	NA	NA	NA	NA	NA
MSMEG_2120	NA	NA	NA	19.18	Med-fast	0.343	NA	NA
MSMEG_2121	NA	NA	NA	80.21	Slow	0.0592	NA	NA
MSMEG_2122	1.08	Med-slow	0.0822	55.29	Slow	0.152	51.19	Large
MSMEG_2123	1.15	Med-slow	0.2114	50.28	Slow	0.1779	43.72	Large
MSMEG_2124	0.94	Med-fast	0.2107	22.68	Med-fast	0.2317	24.13	Med-small
MSMEG_2125	0.78	Med-fast	0.0527	NA	NA	NA	NA	NA
MSMEG_2126	0.59	Fast	0.0953	NA	NA	NA	NA	NA
MSMEG_2128	0.27	Fast	0.2732	NA	NA	NA	NA	NA
MSMEG_2131	1.06	Med-slow	0.2816	NA	NA	NA	NA	NA
MSMEG_2133	1.11	Med-slow	0.0584	3448.99	Slow	0.119	3107.2	Large
MSMEG_2134	1	Med-slow	0.0748	26.41	Med-slow	0.4189	26.41	Med-small
MSMEG_2135	0.93	Med-fast	0.0747	NA	NA	NA	NA	NA
MSMEG_2136	1.24	Med-slow	0.1063	22.24	Med-fast	0.1153	17.94	Small
MSMEG_2137	0.97	Med-slow	0.0715	41.54	Slow	0.0741	42.82	Large
MSMEG_2140	0.55	Fast	0.1079	28.4	Med-slow	0.1966	51.64	Large
MSMEG_2142	0.43	Fast	0.2664	17.45	Med-fast	0.1369	40.58	Large
MSMEG_2143	0.45	Fast	0.0437	20.21	Med-fast	0.1017	44.91	Large
MSMEG_2144	0.44	Fast	0.2321	19.16	Med-fast	0.1681	43.55	Large
MSMEG_2146	0.87	Med-fast	0.1278	19.87	Med-fast	0.29	22.84	Med-small
MSMEG_2148	1.56	Slow	0.2731	59.89	Slow	0.1172	38.39	Med-large
MSMEG_2149	NA	NA	NA	6.45	Fast	0.3787	NA	NA
MSMEG_2151	1.77	Slow	0.0846	NA	NA	NA	NA	NA
MSMEG_2153	1.42	Slow	0.0743	22.1	Med-fast	0.3132	15.56	Small
MSMEG_2155	1.4	Slow	0.1761	NA	NA	NA	NA	NA
MSMEG_2156	1.94	Slow	0.4055	NA	NA	NA	NA	NA
MSMEG_2157	3.22	Slow	0.2415	46.14	Slow	0.392	14.33	Small
MSMEG_2162	1.27	Med-slow	0.0323	23.17	Med-fast	0.1901	18.24	Small
MSMEG_2163	1.26	Med-slow	0.0778	15.31	Fast	0.1492	12.15	Small
MSMEG_2164	1.33	Med-slow	0.0183	10.75	Fast	0.1453	8.08	Small
MSMEG_2167	1.68	Slow	0.1094	NA	NA	NA	NA	NA
MSMEG_2168	4.47	Slow	0.3437	NA	NA	NA	NA	NA
MSMEG_2169	NA	NA	NA	32.18	Med-slow	0.081	NA	NA
MSMEG_2170	1.72	Slow	0.0959	NA	NA	NA	NA	NA
MSMEG_2171	NA	NA	NA	11.91	Fast	0.0772	NA	NA
MSMEG_2172	0.98	Med-slow	0.0921	38.26	Med-slow	0.4549	39.04	Med-large
MSMEG_2173	0.49	Fast	0.0739	15.2	Fast	0.1626	31.02	Med-large
MSMEG_2174	1.19	Med-slow	0.0321	48.48	Slow	0.0842	40.74	Large
MSMEG_2175	NA	NA	NA	18.8	Med-fast	0.2433	NA	NA
MSMEG_2176	0.69	Fast	0.1029	57.69	Slow	0.0886	83.61	Large
MSMEG_2177	NA	NA	NA	10.94	Fast	0.2538	NA	NA
MSMEG_2179	0.83	Med-fast	0.083	15.09	Fast	0.1327	18.18	Small
MSMEG_2180	2.73	Slow	0.3978	NA	NA	NA	NA	NA
MSMEG_2182	0.55	Fast	0.1039	10.2	Fast	0.431	18.55	Small
MSMEG_2183	1.68	Slow	0.1753	14.2	Fast	0.2305	8.45	Small
MSMEG_2187	0.74	Med-fast	0.1619	19.88	Med-fast	0.2647	26.86	Med-large
MSMEG_2188	3.7	Slow	0.2601	40.66	Slow	0.1323	10.99	Small
MSMEG_2189	1.04	Med-slow	0.0322	21.32	Med-fast	0.1972	20.5	Med-small
MSMEG_2190	1.04	Med-slow	0.483	17.36	Med-fast	0.2552	16.69	Small
MSMEG_2191	1.01	Med-slow	0.1289	12.3	Fast	0.3148	12.18	Small
MSMEG_2192	NA	NA	NA	11.09	Fast	0.2748	NA	NA
MSMEG_2193	NA	NA	NA	23.54	Med-fast	0.0825	NA	NA
MSMEG_2194	0.61	Fast	0.4425	14.85	Fast	0.179	24.34	Med-small
MSMEG_2195	NA	NA	NA	13.07	Fast	0.1025	NA	NA
MSMEG_2196	1.72	Slow	0.0298	17.33	Med-fast	0.054	10.08	Small
MSMEG_2197	0.65	Fast	0.0948	14.45	Fast	0.1982	22.23	Med-small
MSMEG_2198	1.36	Med-slow	0.0256	27.89	Med-slow	0.1009	20.51	Med-small
MSMEG_2199	1.55	Slow	0.1501	NA	NA	NA	NA	NA
MSMEG_2200	0.78	Med-fast	0.0237	16.99	Fast	0.1257	21.78	Med-small
MSMEG_2201	2.06	Slow	0.018	42.84	Slow	0.1047	20.8	Med-small
MSMEG_2202	1.2	Med-slow	0.1107	27.04	Med-slow	0.1631	22.53	Med-small
MSMEG_2203	NA	NA	NA	32.17	Med-slow	0.3882	NA	NA
MSMEG_2204	0.78	Med-fast	0.2026	76.87	Slow	0.4844	98.55	Large
MSMEG_2205	0.91	Med-fast	0.1026	NA	NA	NA	NA	NA
MSMEG_2206	1.28	Med-slow	0.1212	21.19	Med-fast	0.1316	16.55	Small
MSMEG_2207	1.1	Med-slow	0.0514	27.31	Med-slow	0.1962	24.83	Med-small
MSMEG_2208	NA	NA	NA	17.99	Med-fast	0.1277	NA	NA
MSMEG_2211	0.96	Med-slow	0.0522	19.12	Med-fast	0.1427	19.92	Med-small
MSMEG_2213	0.95	Med-fast	0.3125	NA	NA	NA	NA	NA
MSMEG_2216	1.4	Slow	0.2235	NA	NA	NA	NA	NA
MSMEG_2219	1.22	Med-slow	0.1128	13.77	Fast	0.1118	11.29	Small
MSMEG_2220	1.2	Med-slow	0.3385	NA	NA	NA	NA	NA
MSMEG_2224	0.92	Med-fast	0.038	34.13	Med-slow	0.2301	37.1	Med-large
MSMEG_2225	0.47	Fast	0.2338	13.35	Fast	0.0775	28.4	Med-large
MSMEG_2226	0.43	Fast	0.4232	7.78	Fast	0.1238	18.09	Small
MSMEG_2227	1.12	Med-slow	0.0709	NA	NA	NA	NA	NA
MSMEG_2242	NA	NA	NA	83.33	Slow	0.3725	NA	NA
MSMEG_2246	0.77	Med-fast	0.0301	18.35	Med-fast	0.2277	23.83	Med-small
MSMEG_2248	1.09	Med-slow	0.0248	41.64	Slow	0.1057	38.2	Med-large
MSMEG_2249	0.8	Med-fast	0.1041	19.32	Med-fast	0.1314	24.15	Med-small
MSMEG_2251	NA	NA	NA	15.73	Fast	0.169	NA	NA
MSMEG_2252	1.32	Med-slow	0.0452	15.99	Fast	0.1318	12.11	Small
MSMEG_2255	1.38	Slow	0.2316	NA	NA	NA	NA	NA
MSMEG_2258	0.71	Fast	0.1943	34.07	Med-slow	0.1763	47.99	Large
MSMEG_2259	0.73	Med-fast	0.1383	41.25	Slow	0.1475	56.51	Large
MSMEG_2260	NA	NA	NA	11.12	Fast	0.3447	NA	NA
MSMEG_2261	1.4	Slow	0.0811	17.04	Fast	0.0871	12.17	Small
MSMEG_2262	1.53	Slow	0.1496	31.32	Med-slow	0.1042	20.47	Med-small
MSMEG_2263	1.53	Slow	0.3036	34.74	Med-slow	0.0643	22.71	Med-small
MSMEG_2264	1.95	Slow	0.3078	48.64	Slow	0.0744	24.94	Med-small
MSMEG_2265	1.16	Med-slow	0.4651	NA	NA	NA	NA	NA
MSMEG_2266	1.36	Med-slow	0.3438	50.78	Slow	0.0645	37.34	Med-large
MSMEG_2267	1.65	Slow	0.4113	42.22	Slow	0.0647	25.59	Med-small
MSMEG_2268	1.49	Slow	0.313	35.6	Med-slow	0.0652	23.89	Med-small
MSMEG_2269	1.73	Slow	0.216	32.98	Med-slow	0.0775	19.06	Med-small
MSMEG_2270	1.52	Slow	0.2216	47.78	Slow	0.0481	31.43	Med-large
MSMEG_2271	0.6	Fast	0.0621	16.39	Fast	0.0474	27.32	Med-large
MSMEG_2272	0.45	Fast	0.0473	10.47	Fast	0.1117	23.27	Med-small
MSMEG_2273	1.44	Slow	0.028	21.68	Med-fast	0.0614	15.06	Small
MSMEG_2274	NA	NA	NA	37.66	Med-slow	0.0484	NA	NA
MSMEG_2275	1.67	Slow	0.2689	31.14	Med-slow	0.0541	18.65	Med-small
MSMEG_2276	1.85	Slow	0.1884	35.8	Med-slow	0.0656	19.35	Med-small
MSMEG_2277	0.86	Med-fast	0.039	22.74	Med-fast	0.1785	26.44	Med-small
MSMEG_2278	1.25	Med-slow	0.0424	19.73	Med-fast	0.1812	15.78	Small
MSMEG_2279	4.12	Slow	0.3856	NA	NA	NA	NA	NA
MSMEG_2280	0.77	Med-fast	0.0749	27.03	Med-slow	0.1177	35.1	Med-large
MSMEG_2282	0.81	Med-fast	0.0359	21.81	Med-fast	0.1868	26.93	Med-large
MSMEG_2283	0.81	Med-fast	0.0714	19.49	Med-fast	0.1133	24.06	Med-small
MSMEG_2284	0.73	Med-fast	0.0784	11.76	Fast	0.1409	16.11	Small
MSMEG_2285	2.01	Slow	0.107	67.24	Slow	0.409	33.45	Med-large
MSMEG_2286	0.97	Med-slow	0.0844	18	Med-fast	0.486	18.56	Med-small
MSMEG_2287	0.69	Fast	0.0289	14.74	Fast	0.1647	21.36	Med-small
MSMEG_2288	0.43	Fast	0.3844	12.15	Fast	0.1292	28.26	Med-large
MSMEG_2289	1.39	Slow	0.1557	10.63	Fast	0.2957	7.65	Small
MSMEG_2290	0.45	Fast	0.106	11.58	Fast	0.1265	25.73	Med-small
MSMEG_2291	0.64	Fast	0.0572	19.32	Med-fast	0.1552	30.19	Med-large
MSMEG_2292	1.05	Med-slow	0.0355	NA	NA	NA	NA	NA
MSMEG_2293	1.52	Slow	0.0935	30.58	Med-slow	0.1181	20.12	Med-small
MSMEG_2294	0.67	Fast	0.069	15.32	Fast	0.0837	22.87	Med-small
MSMEG_2295	1.02	Med-slow	0.0791	15.98	Fast	0.1573	15.67	Small
MSMEG_2296	3.38	Slow	0.3082	NA	NA	NA	NA	NA
MSMEG_2297	1.54	Slow	0.0576	9.43	Fast	0.0892	6.12	Small
MSMEG_2299	NA	NA	NA	22.24	Med-fast	0.0506	NA	NA
MSMEG_2301	NA	NA	NA	14.94	Fast	0.3078	NA	NA
MSMEG_2303	0.88	Med-fast	0.1205	18.95	Med-fast	0.3541	21.53	Med-small
MSMEG_2306	1.04	Med-slow	0.0341	18.36	Med-fast	0.0851	17.65	Small
MSMEG_2307	1.1	Med-slow	0.0504	NA	NA	NA	NA	NA
MSMEG_2308	1.23	Med-slow	0.0193	17.43	Med-fast	0.0561	14.17	Small
MSMEG_2309	0.48	Fast	0.2334	15.15	Fast	0.1203	31.56	Med-large
MSMEG_2310	0.71	Fast	0.0259	25	Med-slow	0.0668	35.21	Med-large
MSMEG_2311	1.05	Med-slow	0.0451	51.6	Slow	0.0609	49.14	Large
MSMEG_2312	1.07	Med-slow	0.0521	15.2	Fast	0.0792	14.21	Small
MSMEG_2313	0.68	Fast	0.0353	14.2	Fast	0.0661	20.88	Med-small
MSMEG_2314	0.92	Med-fast	0.0218	24.44	Med-slow	0.0682	26.57	Med-large
MSMEG_2315	1.8	Slow	0.0353	32.88	Med-slow	0.094	18.27	Small
MSMEG_2317	1.32	Med-slow	0.0141	19.79	Med-fast	0.1262	14.99	Small
MSMEG_2318	0.8	Med-fast	0.0444	13.98	Fast	0.0897	17.47	Small
MSMEG_2319	1.02	Med-slow	0.0204	25.72	Med-slow	0.1465	25.22	Med-small
MSMEG_2321	0.94	Med-fast	0.0992	49.94	Slow	0.0631	53.13	Large
MSMEG_2322	1.16	Med-slow	0.0374	18.65	Med-fast	0.0912	16.08	Small
MSMEG_2323	0.92	Med-fast	0.1013	40.5	Slow	0.128	44.02	Large
MSMEG_2324	NA	NA	NA	37.65	Med-slow	0.3984	NA	NA
MSMEG_2325	1.22	Med-slow	0.0153	23.65	Med-fast	0.2695	19.39	Med-small
MSMEG_2326	1.08	Med-slow	0.0249	17.18	Fast	0.142	15.91	Small
MSMEG_2327	0.69	Fast	0.0684	39.39	Slow	0.0904	57.09	Large
MSMEG_2328	0.92	Med-fast	0.0622	49.07	Slow	0.089	53.34	Large
MSMEG_2329	0.85	Med-fast	0.0683	70.84	Slow	0.0999	83.34	Large
MSMEG_2330	0.94	Med-fast	0.1165	29.7	Med-slow	0.0862	31.6	Med-large
MSMEG_2331	1.04	Med-slow	0.0241	16.15	Fast	0.1477	15.53	Small
MSMEG_2332	0.79	Med-fast	0.0733	41.43	Slow	0.06	52.44	Large
MSMEG_2333	0.95	Med-fast	0.0168	51.07	Slow	0.1134	53.76	Large
MSMEG_2335	0.57	Fast	0.0211	90.36	Slow	0.2032	158.53	Large
MSMEG_2337	1.23	Med-slow	0.0821	29.46	Med-slow	0.4152	23.95	Med-small
MSMEG_2338	0.84	Med-fast	0.0445	20.65	Med-fast	0.2209	24.58	Med-small
MSMEG_2339	0.79	Med-fast	0.1064	20.23	Med-fast	0.1475	25.61	Med-small
MSMEG_2340	1.41	Slow	0.1932	225.35	Slow	0.3787	159.82	Large
MSMEG_2341	NA	NA	NA	21.32	Med-fast	0.2267	NA	NA
MSMEG_2342	NA	NA	NA	14.9	Fast	0.4659	NA	NA
MSMEG_2343	NA	NA	NA	52.71	Slow	0.1352	NA	NA
MSMEG_2344	NA	NA	NA	366.9	Slow	0.0577	NA	NA
MSMEG_2347	1.91	Slow	0.1936	30.2	Med-slow	0.1955	15.81	Small
MSMEG_2349	0.79	Med-fast	0.0498	182.03	Slow	0.3719	230.42	Large
MSMEG_2350	0.47	Fast	0.1652	73.8	Slow	0.2278	157.02	Large
MSMEG_2351	2.74	Slow	0.1648	25.11	Med-slow	0.1568	9.16	Small
MSMEG_2352	1.65	Slow	0.0448	77.65	Slow	0.1261	47.06	Large
MSMEG_2353	0.94	Med-fast	0.1169	139.4	Slow	0.2539	148.3	Large
MSMEG_2357	0.59	Fast	0.0352	12.09	Fast	0.0645	20.49	Med-small
MSMEG_2358	0.86	Med-fast	0.096	22.25	Med-fast	0.0285	25.87	Med-small
MSMEG_2359	0.91	Med-fast	0.0698	83.07	Slow	0.0466	91.29	Large
MSMEG_2360	1	Med-slow	0.0611	24.25	Med-fast	0.2319	24.25	Med-small
MSMEG_2361	1.18	Med-slow	0.3168	NA	NA	NA	NA	NA
MSMEG_2362	1.06	Med-slow	0.0356	33.7	Med-slow	0.1138	31.79	Med-large
MSMEG_2363	0.58	Fast	0.0781	33.04	Med-slow	0.2164	56.97	Large
MSMEG_2364	0.71	Fast	0.0344	13.98	Fast	0.1759	19.69	Med-small
MSMEG_2365	1.15	Med-slow	0.0123	23.91	Med-fast	0.0891	20.79	Med-small
MSMEG_2367	1.16	Med-slow	0.0157	24.91	Med-slow	0.081	21.47	Med-small
MSMEG_2368	0.43	Fast	0.2432	20.76	Med-fast	0.0966	48.28	Large
MSMEG_2369	0.48	Fast	0.0728	34.59	Med-slow	0.1457	72.06	Large
MSMEG_2370	0.66	Fast	0.0543	23.73	Med-fast	0.1381	35.95	Med-large
MSMEG_2371	0.37	Fast	0.1237	11.94	Fast	0.0982	32.27	Med-large
MSMEG_2372	1.05	Med-slow	0.0959	30.52	Med-slow	0.1346	29.07	Med-large
MSMEG_2373	1.1	Med-slow	0.1112	18.81	Med-fast	0.053	17.1	Small
MSMEG_2374	2.02	Slow	0.0343	52.55	Slow	0.1342	26.01	Med-small
MSMEG_2375	0.86	Med-fast	0.0644	24.57	Med-slow	0.199	28.57	Med-large
MSMEG_2376	0.86	Med-fast	0.4266	20.99	Med-fast	0.2359	24.41	Med-small
MSMEG_2377	0.75	Med-fast	0.0376	23.08	Med-fast	0.1585	30.77	Med-large
MSMEG_2378	1.57	Slow	0.0116	26.8	Med-slow	0.0701	17.07	Small
MSMEG_2379	0.97	Med-slow	0.0608	43.35	Slow	0.0574	44.69	Large
MSMEG_2380	1.22	Med-slow	0.0623	116.34	Slow	0.2556	95.36	Large
MSMEG_2381	1.59	Slow	0.0142	25.97	Med-slow	0.1151	16.33	Small
MSMEG_2382	2.22	Slow	0.0143	20.25	Med-fast	0.0945	9.12	Small
MSMEG_2383	1.43	Slow	0.2373	63.34	Slow	0.1188	44.29	Large
MSMEG_2386	1.27	Med-slow	0.0452	48.46	Slow	0.2121	38.16	Med-large
MSMEG_2387	1.57	Slow	0.0132	33.09	Med-slow	0.3246	21.08	Med-small
MSMEG_2388	0.89	Med-fast	0.0779	46.56	Slow	0.1206	52.31	Large
MSMEG_2389	2.04	Slow	0.0363	32.23	Med-slow	0.1252	15.8	Small
MSMEG_2390	0.82	Med-fast	0.0436	54.31	Slow	0.0724	66.23	Large
MSMEG_2391	0.79	Med-fast	0.0817	23.71	Med-fast	0.0878	30.01	Med-large
MSMEG_2392	0.55	Fast	0.2512	13.07	Fast	0.2448	23.76	Med-small
MSMEG_2393	1.11	Med-slow	0.0439	19.03	Med-fast	0.1296	17.14	Small
MSMEG_2394	0.84	Med-fast	0.0323	43.45	Slow	0.0822	51.73	Large
MSMEG_2395	0.77	Med-fast	0.0173	19.65	Med-fast	0.0554	25.52	Med-small
MSMEG_2396	2.05	Slow	0.0353	29.83	Med-slow	0.1162	14.55	Small
MSMEG_2397	0.45	Fast	0.1195	12.01	Fast	0.239	26.69	Med-large
MSMEG_2398	1.39	Slow	0.0257	37.25	Med-slow	0.1206	26.8	Med-large
MSMEG_2399	0.89	Med-fast	0.0305	22.81	Med-fast	0.0916	25.63	Med-small
MSMEG_2400	0.43	Fast	0.022	11.43	Fast	0.2523	26.58	Med-large
MSMEG_2401	0.88	Med-fast	0.055	28.61	Med-slow	0.0752	32.51	Med-large
MSMEG_2402	1.08	Med-slow	0.0164	38.88	Slow	0.0943	36	Med-large
MSMEG_2403	0.72	Fast	0.0776	55.8	Slow	0.2037	77.5	Large
MSMEG_2405	1.13	Med-slow	0.0902	NA	NA	NA	NA	NA
MSMEG_2406	1.65	Slow	0.2276	231.62	Slow	0.3709	140.38	Large
MSMEG_2407	1.86	Slow	0.0284	21.68	Med-fast	0.06	11.66	Small
MSMEG_2408	3.09	Slow	0.0438	24.44	Med-slow	0.1463	7.91	Small
MSMEG_2409	0.74	Med-fast	0.0418	37.32	Med-slow	0.1339	50.43	Large
MSMEG_2410	0.48	Fast	0.0932	20.25	Med-fast	0.1236	42.19	Large
MSMEG_2411	0.66	Fast	0.02	22.07	Med-fast	0.0898	33.44	Med-large
MSMEG_2412	1.23	Med-slow	0.0315	45.26	Slow	0.0933	36.8	Med-large
MSMEG_2413	2.17	Slow	0.3959	82.9	Slow	0.0952	38.2	Med-large
MSMEG_2414	NA	NA	NA	33.59	Med-slow	0.166	NA	NA
MSMEG_2415	1.97	Slow	0.1105	9.65	Fast	0.3554	4.9	Small
MSMEG_2416	0.85	Med-fast	0.0119	13.7	Fast	0.1118	16.12	Small
MSMEG_2417	0.66	Fast	0.021	15.27	Fast	0.0908	23.14	Med-small
MSMEG_2418	0.82	Med-fast	0.0769	16.86	Fast	0.0765	20.56	Med-small
MSMEG_2419	0.6	Fast	0.1093	41.86	Slow	0.0623	69.77	Large
MSMEG_2420	0.4	Fast	0.031	18.78	Med-fast	0.1341	46.95	Large
MSMEG_2421	0.76	Med-fast	0.0907	43.59	Slow	0.3577	57.36	Large
MSMEG_2422	0.52	Fast	0.2242	51.45	Slow	0.2223	98.94	Large
MSMEG_2423	0.95	Med-fast	0.0661	22.03	Med-fast	0.0529	23.19	Med-small
MSMEG_2424	0.89	Med-fast	0.0639	28.61	Med-slow	0.0967	32.15	Med-large
MSMEG_2425	3.42	Slow	0.2999	121.2	Slow	0.0851	35.44	Med-large
MSMEG_2426	3.25	Slow	0.3246	32.92	Med-slow	0.2554	10.13	Small
MSMEG_2427	2.15	Slow	0.3345	71.62	Slow	0.1482	33.31	Med-large
MSMEG_2428	0.87	Med-fast	0.1102	12.65	Fast	0.2427	14.54	Small
MSMEG_2429	1.45	Slow	0.2751	12.12	Fast	0.2575	8.36	Small
MSMEG_2430	0.97	Med-slow	0.0213	27.29	Med-slow	0.1028	28.13	Med-large
MSMEG_2431	0.65	Fast	0.0782	37.45	Med-slow	0.0654	57.62	Large
MSMEG_2432	0.72	Fast	0.0339	19.33	Med-fast	0.0515	26.85	Med-large
MSMEG_2433	0.74	Med-fast	0.0224	32.38	Med-slow	0.2637	43.76	Large
MSMEG_2434	0.75	Med-fast	0.0712	20.89	Med-fast	0.2112	27.85	Med-large
MSMEG_2435	0.69	Fast	0.037	22.12	Med-fast	0.133	32.06	Med-large
MSMEG_2436	0.85	Med-fast	0.2041	42.95	Slow	0.0896	50.53	Large
MSMEG_2437	1.24	Med-slow	0.0399	58.13	Slow	0.1314	46.88	Large
MSMEG_2438	0.65	Fast	0.1653	NA	NA	NA	NA	NA
MSMEG_2439	0.65	Fast	0.1395	18.19	Med-fast	0.0905	27.98	Med-large
MSMEG_2440	0.57	Fast	0.0854	13.21	Fast	0.1429	23.18	Med-small
MSMEG_2441	0.6	Fast	0.1247	16.51	Fast	0.1171	27.52	Med-large
MSMEG_2442	0.8	Med-fast	0.0851	29.27	Med-slow	0.0801	36.59	Med-large
MSMEG_2443	1.25	Med-slow	0.0186	11.26	Fast	0.1502	9.01	Small
MSMEG_2444	0.77	Med-fast	0.1038	15.26	Fast	0.139	19.82	Med-small
MSMEG_2445	0.92	Med-fast	0.0636	17.1	Fast	0.1107	18.59	Med-small
MSMEG_2446	0.54	Fast	0.404	17.11	Fast	0.1871	31.69	Med-large
MSMEG_2447	1.25	Med-slow	0.024	25.6	Med-slow	0.1346	20.48	Med-small
MSMEG_2449	5.51	Slow	0.2096	17.67	Med-fast	0.0433	3.21	Small
MSMEG_2450	3.05	Slow	0.1471	33.31	Med-slow	0.0376	10.92	Small
MSMEG_2451	1.84	Slow	0.3254	24.28	Med-slow	0.0897	13.2	Small
MSMEG_2452	1.04	Med-slow	0.0339	37.78	Med-slow	0.0706	36.33	Med-large
MSMEG_2453	0.6	Fast	0.0524	15.03	Fast	0.1038	25.05	Med-small
MSMEG_2454	1.06	Med-slow	0.0625	21.13	Med-fast	0.0808	19.93	Med-small
MSMEG_2455	1.29	Med-slow	0.1184	22.09	Med-fast	0.097	17.12	Small
MSMEG_2456	0.86	Med-fast	0.1096	13.39	Fast	0.0669	15.57	Small
MSMEG_2457	0.88	Med-fast	0.4066	16.12	Fast	0.0603	18.32	Small
MSMEG_2458	1.38	Slow	0.3365	29.3	Med-slow	0.0678	21.23	Med-small
MSMEG_2459	2.3	Slow	0.458	29.48	Med-slow	0.0747	12.82	Small
MSMEG_2460	NA	NA	NA	43.77	Slow	0.0634	NA	NA
MSMEG_2461	NA	NA	NA	36.02	Med-slow	0.083	NA	NA
MSMEG_2462	2.8	Slow	0.1984	37.7	Med-slow	0.0721	13.46	Small
MSMEG_2463	2.34	Slow	0.0959	89.19	Slow	0.0795	38.12	Med-large
MSMEG_2464	1.84	Slow	0.3147	45.6	Slow	0.0812	24.78	Med-small
MSMEG_2465	2.26	Slow	0.101	26.62	Med-slow	0.0743	11.78	Small
MSMEG_2466	2.55	Slow	0.214	31.47	Med-slow	0.0559	12.34	Small
MSMEG_2467	2.54	Slow	0.0547	30.3	Med-slow	0.0652	11.93	Small
MSMEG_2468	1.31	Med-slow	0.0157	71.62	Slow	0.0715	54.67	Large
MSMEG_2469	1.05	Med-slow	0.091	41.13	Slow	0.1192	39.17	Med-large
MSMEG_2470	0.88	Med-fast	0.0819	44.88	Slow	0.1612	51	Large
MSMEG_2471	1.11	Med-slow	0.069	17.18	Fast	0.1394	15.48	Small
MSMEG_2472	1.23	Med-slow	0.0688	NA	NA	NA	NA	NA
MSMEG_2475	3.52	Slow	0.2555	48.39	Slow	0.1386	13.75	Small
MSMEG_2476	NA	NA	NA	10.19	Fast	0.2134	NA	NA
MSMEG_2478	0.63	Fast	0.162	NA	NA	NA	NA	NA
MSMEG_2480	0.78	Med-fast	0.2076	31.04	Med-slow	0.201	39.79	Med-large
MSMEG_2481	0.73	Med-fast	0.3105	22.32	Med-fast	0.1958	30.58	Med-large
MSMEG_2482	NA	NA	NA	54.97	Slow	0.1761	NA	NA
MSMEG_2483	1.06	Med-slow	0.1151	15.82	Fast	0.1544	14.92	Small
MSMEG_2484	0.82	Med-fast	0.1831	13.54	Fast	0.1734	16.51	Small
MSMEG_2486	NA	NA	NA	65.75	Slow	0.087	NA	NA
MSMEG_2487	3.84	Slow	0.3099	19.85	Med-fast	0.1339	5.17	Small
MSMEG_2488	2.2	Slow	0.0599	22.03	Med-fast	0.0999	10.01	Small
MSMEG_2489	0.92	Med-fast	0.0893	20.34	Med-fast	0.4573	22.11	Med-small
MSMEG_2490	1.96	Slow	0.0858	23.53	Med-fast	0.1316	12.01	Small
MSMEG_2491	2.06	Slow	0.4591	NA	NA	NA	NA	NA
MSMEG_2492	1.05	Med-slow	0.0582	26.32	Med-slow	0.047	25.07	Med-small
MSMEG_2493	2.34	Slow	0.0215	NA	NA	NA	NA	NA
MSMEG_2494	0.83	Med-fast	0.2464	NA	NA	NA	NA	NA
MSMEG_2496	0.72	Fast	0.0502	12.08	Fast	0.3624	16.78	Small
MSMEG_2497	0.89	Med-fast	0.0944	NA	NA	NA	NA	NA
MSMEG_2498	0.77	Med-fast	0.2347	72.34	Slow	0.2553	93.95	Large
MSMEG_2499	1.42	Slow	0.2786	17.54	Med-fast	0.4755	12.35	Small
MSMEG_2500	NA	NA	NA	24.3	Med-slow	0.131	NA	NA
MSMEG_2502	2.06	Slow	0.2128	57.68	Slow	0.4661	28	Med-large
MSMEG_2503	1.15	Med-slow	0.2438	18.78	Med-fast	0.3556	16.33	Small
MSMEG_2505	0.89	Med-fast	0.1887	NA	NA	NA	NA	NA
MSMEG_2506	1.25	Med-slow	0.4001	48.62	Slow	0.3813	38.9	Med-large
MSMEG_2507	NA	NA	NA	13.64	Fast	0.3869	NA	NA
MSMEG_2509	0.84	Med-fast	0.4986	NA	NA	NA	NA	NA
MSMEG_2511	0.88	Med-fast	0.063	32.31	Med-slow	0.0921	36.72	Med-large
MSMEG_2512	0.77	Med-fast	0.097	28.11	Med-slow	0.1755	36.51	Med-large
MSMEG_2515	0.62	Fast	0.0441	13.96	Fast	0.0894	22.52	Med-small
MSMEG_2516	1.42	Slow	0.0661	24.47	Med-slow	0.2466	17.23	Small
MSMEG_2517	0.81	Med-fast	0.1904	24.14	Med-fast	0.0813	29.8	Med-large
MSMEG_2518	2.4	Slow	0.0661	24.72	Med-slow	0.4167	10.3	Small
MSMEG_2519	0.89	Med-fast	0.0977	14.87	Fast	0.1028	16.71	Small
MSMEG_2520	0.94	Med-fast	0.0897	95.6	Slow	0.0911	101.7	Large
